,id_HDATA,Respondent.Serial.SourceFile,Respondent.Origin,Respondent.Origin.Other,DataCollection.Status,DataCollection.InterviewerID,DataCollection.StartTime,DataCollection.FinishTime,DataCollection.MetadataVersionNumber,DataCollection.MetadataVersionGUID,DataCollection.RoutingContext,DataCollection.Variant,DataCollection.EndQuestion,DataCollection.TerminateSignal,DataCollection.SeedValue,DataCollection.InterviewEngine,DataCollection.CurrentPage,DataCollection.Debug,DataCollection.QuotaID,DataCleaning.Note,DataCleaning.Status,DataCleaning.ReviewStatus,address,age,before,biology,expect,gen_ent,gender,museums,visits,visits12,adults,under16s,under11s,galleries,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,human,species,rating_ent[{mammals}].rating_ent_grid,genbalance,agebalance,_name,oth_mus,plan,prefer,school,signs,similar,sounds,side_main,serial,entrance,education,certificat,location,who_with,grp_type,group_org,resident,distance,interview,time_spent,long_short,remember,interest,found_way,signs_how,desc_leave,when_decid,why_decid,plan_time,plan_none,plan_view,know_way,find_way,desc_enter,visothers,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,order[{sixth}].order_grid,order[{seventh}].order_grid,order[{eighth}].order_grid,order[{ninth}].order_grid,order[{tenth}].order_grid,order[{eleventh}].order_grid,order[{twelfth}].order_grid,order[{thirteenth}].order_grid,order[{fourteenth}].order_grid,order[{fifteenth}].order_grid,order[{sixteenth}].order_grid,rating[{other}].rating_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,@1
311,312,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 12:52:31.000,,,186,,,,,,,,,,,,"2 Grangewood Court, Shiney Row",5,1,1,,2,2,,25.0,2.0,2.0,1.0,0.0,3.0,4.0,,5.0,,,1.14448666572571,0.826923131942749,Shari Badve,2,,2.0,,1.0,2, ,Main,312,1,2,2;,,2,3.0,,1,7.0,2,5.0,2.0,1;6;13;,13.0,8;,1;5;,12.0,,,,,,,,,2,1;,6;,13;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,1;,;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
312,313,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 14:52:31.000,,,186,,,,,,,,,,,, ,3,1,1,,2,2,,2.0,0.0,,,,4.0,4.0,,,,,1.14448666572571,0.792105317115784, ,2,,,7.0,2.0,1, ,Main,313,1,1,4;,4;,1,,,2,,2,6.0,1.0,1;2;11;16;,11.0,7;,,12.0,,,,,,,,,2,16;,1;,2;,11;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,4;,;,;,;,;,;,;,;,;,5;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
313,314,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 16:52:31.000,,,186,,,,,,,,,,,,"98 Front St, London SE19",2,2,1,,1,1,1;2;3;,,,2.0,0.0,0.0,7.0,5.0,,5.0,3.0,3.0,0.887905657291412,0.917682945728302,Stanley Shepherd,1,,1.0,7.0,2.0,2, ,Main,314,1,1,2;,,2,2.0,,1,1.0,2,5.0,1.0,1;4;8;12;13;14;16;,1.0,1;,,12.0,,,,,,,,,1,13;,4;,16;,1;,14;,12;,8;,;,;,;,;,;,;,;,;,;,;,5;,;,;,5;,;,;,;,3;,;,;,;,3;,5;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
314,315,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 18:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,1,1,,,,,,,2.0,4.0,,,,,0.887905657291412,0.391927063465118, ,2,,,,1.0,1, ,Main,315,1,2,,3;,1,,,2,,2,4.0,4.0,1;3;,3.0,4;,7;,12.0,,,,,,,,,2,1;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,4;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
315,316,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 20:52:31.000,,,186,,,,,,,,,,,,"51 Derby Road, Belton",1,1,2,,2,2,1;,2.0,1.0,3.0,2.0,2.0,8.0,5.0,,5.0,,5.0,1.14448666572571,1.98026311397552,Joanna Cox,1,,2.0,7.0,1.0,2, ,Main,316,1,1,,,2,2.0,,1,3.0,2,10.0,4.0,1;3;6;8;9;11;13;15;,13.0,1;,1;,12.0,,,,,,,,,1,1;,13;,9;,8;,6;,3;,15;,11;,;,;,;,;,;,;,;,;,;,5;,;,4;,;,;,3;,;,5;,5;,;,;,;,5;,;,4;,,,,,,,,,,,,,,,,,,,,,1.0
316,317,,,,177;,,2002-07-19 12:42:30.999,2002-08-14 22:52:31.000,,,186,,,,,,,,,,,,"Grange Road, West Kirby",3,2,1,,2,2,2;,,,4.0,2.0,2.0,5.0,4.0,5.0,5.0,,,1.14448666572571,0.792105317115784,Alana Hulme,1,,,,1.0,2, ,Main,317,1,2,1;,,2,3.0,,1,6.0,2,3.0,2.0,1;5;6;7;13;,7.0,2;,6;,12.0,,,,,,,,,1,1;,13;,6;,7;,5;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,5;,;,5;,4;,5;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
317,318,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 00:52:31.000,,,186,,,,,,,,,,,,"1 Croston Road, Lostock Hall",4,1,1,,1,1,1;,12.0,0.0,4.0,2.0,2.0,8.0,5.0,5.0,4.0,5.0,4.0,0.887905657291412,0.391927063465118,John Rocyn Jones,1,,,,1.0,1, ,Main,318,1,2,2;,1;,2,3.0,,1,2.0,2,7.0,1.0,1;3;7;8;11;12;13;14;,12.0,1;,1;,12.0,,,,,,,,,1,1;,13;,7;,3;,8;,12;,14;,11;,;,;,;,;,;,;,;,;,;,5;,;,3;,;,1;,;,5;,4;,;,;,;,5;,4;,1;,;,,,,,,,,,,,,,,,,,,,,,1.0
318,319,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 02:52:31.000,,,186,,,,,,,,,,,,"Platt House, Warrington Road, Platt Bridge",3,1,1,,1,1,4;,7.0,5.0,,,,3.0,,,,5.0,,0.887905657291412,0.792105317115784,Brian Boughton,1,,,,2.0,1,319.wav,Main,319,1,2,4;,4;,1,,,1,5.0,2,2.0,2.0,5;11;12;,12.0,8;,,10.0,,,,,,,,,1,11;,5;,12;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,5;,5;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
319,320,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 04:52:31.000,,,186,,,,,,,,,,,,"8 Inglemere Close, Arnside",3,2,1,,2,2,,,,3.0,0.0,0.0,5.0,5.0,,,5.0,5.0,1.14448666572571,0.792105317115784,Edwina Larcombe,2,,2.0,,1.0,1, ,Main,320,1,2,1;,1;,2,2.0,,1,7.0,2,5.0,2.0,1;5;8;9;13;,13.0,4;,1;,12.0,,,,,,,,,2,1;,13;,5;,8;,9;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,4;,;,;,5;,3;,;,;,5;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
320,321,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 06:52:31.000,,,186,,,,,,,,,,,,"2 Clarence Avenue, Thornton Cleveleys",4,1,1,,2,2,1;,2.0,0.0,6.0,4.0,4.0,1.0,4.0,,,,,1.14448666572571,0.391927063465118,Samantha Eustace,1,,1.0,,3.0,2, ,Main,321,1,2,2;,,2,2.0,,1,2.0,2,2.0,5.0,1;,1.0,1;,,12.0,,,,,,,,,1,1;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
321,322,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 08:52:31.000,,,186,,,,,,,,,,,,"45 The Sweetings, Sutton",1,1,1,,2,2,,5.0,0.0,3.0,1.0,0.0,5.0,4.0,,,4.0,,1.14448666572571,1.98026311397552,Alison Harrod,2,,,,1.0,2, ,Main,322,1,2,2;,,2,3.0,,1,2.0,2,5.0,4.0,1;3;5;6;12;,3.0,4;,8;,12.0,,,,,,,,,2,1;,3;,5;,6;,12;,;,;,;,;,;,;,;,;,;,;,;,;,4;,5;,;,;,2;,3;,;,;,;,;,;,4;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
322,323,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 10:52:31.000,,,186,,,,,,,,,,,,"39 Junction Road, London SW17",6,1,2,,2,2,1;,10.0,2.0,2.0,1.0,0.0,2.0,3.0,,,,5.0,1.14448666572571,1.36818182468414,Valerie Duff,1,,,,1.0,1, ,Main,323,1,2,,4;,2,3.0,,1,1.0,2,1.0,5.0,1;8;,8.0,3;,2;,12.0,,,,,,,,,1,1;,8;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,;,;,;,;,5;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
323,324,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 12:52:31.000,,,186,,,,,,,,,,,,"34 Moss Lane, Bramhall",2,1,1,,1,1,1;,10.0,0.0,,,,2.0,4.0,,,,,0.887905657291412,0.917682945728302,Timothy Woodgate-Browne,1,,1.0,7.0,3.0,1, ,Main,324,1,1,2;,1;,1,,,1,4.0,2,5.0,5.0,1;2;,1.0,4;,,12.0,,,,,,,,,1,1;,2;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,4;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
324,325,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 14:52:31.000,,,186,,,,,,,,,,,,"83A Curzon Street, Cardiff",2,2,2,,2,2,1;5;,,,3.0,0.0,0.0,3.0,5.0,,,5.0,,1.14448666572571,0.917682945728302,Petra Valentine,1,,1.0,7.0,2.0,1, ,Main,325,1,1,,1;,2,3.0,,1,8.0,2,5.0,4.0,1;12;14;,1.0,1;,,12.0,,,,,,,,,1,1;,12;,14;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,;,;,;,;,5;,;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
325,326,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 16:52:31.000,,,186,,,,,,,,,,,, ,4,1,1,,1,1,3;,6.0,0.0,,,,3.0,,,,,,0.887905657291412,0.391927063465118, ,1,,,,1.0,1, ,Main,326,1,2,4;,1;2;,1,,,2,,2,3.0,2.0,3;4;6;,6.0,1;8;,2;,12.0,,,,,,,,,1,3;,6;,4;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,5;,;,5;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
326,327,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 18:52:31.000,,,186,,,,,,,,,,,, ,3,2,2,,1,1,2;,,,99.0,99.0,99.0,4.0,5.0,,,,,0.887905657291412,0.792105317115784, ,1,,1.0,,2.0,1, ,Main,327,1,2,,2;,2,2.0,,2,,2,4.0,3.0,1;2;4;5;,1.0,1;,,12.0,,,,,,,,,1,1;,2;,4;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,2;,;,5;,4;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
327,328,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 20:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,2,2,,,,2.0,0.0,0.0,5.0,5.0,3.0,,5.0,5.0,1.14448666572571,0.391927063465118, ,2,,1.0,,2.0,1, ,Main,328,1,2,,2;3;4;,2,3.0,,2,,2,4.0,3.0,1;6;7;8;12;,1.0,1;,,12.0,,,,,,,,,2,1;,12;,8;,7;,6;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,3;,3;,5;,;,;,;,5;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
328,329,,,,177;,,2002-07-19 12:42:30.999,2002-08-15 22:52:31.000,,,186,,,,,,,,,,,, ,7,2,2,,2,2,2;,,,2.0,0.0,0.0,5.0,1.0,,5.0,,4.0,1.14448666572571,2.28030300140381, ,1,,2.0,,2.0,1, ,Main,329,1,2,,4;,2,3.0,,2,,2,2.0,2.0,1;8;9;11;13;,13.0,1;,,12.0,,,,,,,,,1,1;,8;,9;,13;,11;,;,;,;,;,;,;,;,;,;,;,;,;,1;,;,;,;,;,;,;,4;,5;,;,5;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
329,330,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 00:52:31.000,,,186,,,,,,,,,,,,"Blackhill House, Laburnum Avenue, London NW3",1,1,2,,2,2,2;,10.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,,,1.14448666572571,1.98026311397552,Christina Bowman,1,,2.0,7.0,1.0,2, ,Main,330,1,1,,,2,2.0,,1,1.0,2,4.0,3.0,1;5;6;7;13;,13.0,6;,7;,12.0,,,,,,,,,1,13;,5;,7;,1;,6;,;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,;,1;,4;,3;,;,;,;,;,;,4;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
330,331,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 02:52:31.000,,,186,,,,,,,,,,,, ,4,1,1,,1,1,1;,25.0,3.0,2.0,0.0,0.0,4.0,4.0,,4.0,,,0.887905657291412,0.391927063465118, ,1,,,7.0,1.0,1, ,Main,331,1,1,4;,1;2;,2,2.0,,1,3.0,2,4.0,3.0,1;2;13;14;,14.0,6;,1;,12.0,,,,,,,,,1,2;,1;,14;,13;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,4;,;,;,;,;,;,;,;,;,;,;,4;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
331,332,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 04:52:31.000,,,186,,,,,,,,,,,,"99 Fylde Road, Newcastle",4,1,2,,1,1,2;3;,4.0,0.0,2.0,0.0,0.0,2.0,4.0,,5.0,,,0.887905657291412,0.391927063465118,William Foster,1,,2.0,7.0,3.0,1, ,Main,332,1,1,,4;,2,3.0,,1,8.0,2,5.0,2.0,1;13;16;,13.0,7;,,12.0,,,,,,,,,1,1;,16;,13;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
332,333,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 06:52:31.000,,,186,,,,,,,,,,,,"1 Byron Street, Aberdeen",4,1,2,,2,2,1;,3.0,1.0,3.0,0.0,0.0,4.0,4.0,5.0,5.0,,,1.14448666572571,0.391927063465118,Dierdre Lawson,1,,2.0,,1.0,1, ,Main,333,1,2,,1;,2,3.0,,1,8.0,2,6.0,2.0,1;5;7;13;,13.0,1;,2;,12.0,,,,,,,,,1,1;,7;,13;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,3;,;,5;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
333,334,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 08:52:31.000,,,186,,,,,,,,,,,,"55 Mill Street, Dingle",6,1,2,,2,2,,20.0,0.0,3.0,0.0,2.0,4.0,3.0,4.0,5.0,,,1.14448666572571,1.36818182468414,Charlotte Petras,2,,2.0,,1.0,2, ,Main,334,1,2,,,2,3.0,,1,2.0,2,8.0,4.0,1;5;7;13;,13.0,8;,2;,12.0,,,,,,,,,2,1;,5;,13;,7;,;,;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,;,4;,;,4;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
334,335,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 10:52:31.000,,,186,,,,,,,,,,,,"560 Cardigan Road, Newport",6,1,2,,2,2,3;,1.0,0.0,2.0,1.0,0.0,2.0,4.0,,,,,1.14448666572571,1.36818182468414,Paula Smyth,1,,,,2.0,2, ,Main,335,1,2,,,2,3.0,,1,8.0,2,3.0,3.0,1;2;,2.0,7;,,12.0,,,,,,,,,1,1;,2;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
335,336,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 12:52:31.000,,,186,,,,,,,,,,,,"1 Tower Street, London SE1",5,1,2,,2,2,,4.0,2.0,2.0,0.0,0.0,1.0,,,,5.0,,1.14448666572571,0.826923131942749,Michaela O'Brien,2,,,,2.0,2, ,Main,336,1,2,,,2,2.0,,1,1.0,2,6.0,3.0,12;,12.0,8;,,12.0,,,,,,,,,2,12;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
336,337,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 14:52:31.000,,,186,,,,,,,,,,,,"46 Fairfax Road, London W16",3,1,2,,1,1,,10.0,0.0,2.0,0.0,0.0,5.0,4.0,,,,,0.887905657291412,0.792105317115784,Farooq Ahmad,2,,,,1.0,1, ,Main,337,1,2,,2;,2,3.0,,1,1.0,2,5.0,4.0,1;4;10;15;16;,4.0,4;,5;,12.0,,,,,,,,,2,1;,4;,10;,15;,16;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,3;,;,;,;,;,;,3;,;,;,;,;,4;,,,,,,,,,,,,,,,,,,,,,1.0
337,338,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 16:52:31.000,,,186,,,,,,,,,,,,"Fenderway, Ford, Wiltshire",5,1,1,,1,1,,3.0,0.0,2.0,0.0,0.0,6.0,5.0,,,,4.0,0.887905657291412,0.826923131942749,Arnold Olney,2,,,,1.0,2, ,Main,338,1,2,2;3;,,2,2.0,,1,6.0,2,8.0,4.0,1;2;3;8;9;14;,9.0,1;,2;5;,12.0,,,,,,,,,2,1;,2;,3;,14;,9;,8;,;,;,;,;,;,;,;,;,;,;,;,5;,4;,4;,;,;,;,;,4;,5;,;,;,;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
338,339,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 18:52:31.000,,,186,,,,,,,,,,,,"Gatehouse, 20 Church St, Marple",4,1,2,,1,1,1;,1.0,0.0,2.0,0.0,0.0,6.0,3.0,3.0,3.0,,,0.887905657291412,0.391927063465118,Steven Whalen,1,,,,2.0,2, ,Main,339,1,2,,,2,2.0,,1,2.0,2,7.0,2.0,1;5;6;7;13;16;,5.0,4;,,12.0,,,,,,,,,1,1;,5;,13;,6;,16;,7;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,;,4;,4;,3;,;,;,;,;,;,3;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
339,340,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 20:52:31.000,,,186,,,,,,,,,,,,"1 Lowther Street, London W6",2,1,1,,2,2,,2.0,0.0,2.0,0.0,0.0,6.0,5.0,,,4.0,4.0,1.14448666572571,0.917682945728302,Molly Rowlands,2,,,7.0,2.0,2, ,Main,340,1,1,2;,,2,3.0,,1,1.0,2,8.0,1.0,1;8;9;11;12;14;,9.0,4;,,12.0,,,,,,,,,2,1;,8;,9;,14;,12;,11;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,4;,5;,;,3;,4;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
340,341,,,,177;,,2002-07-19 12:42:30.999,2002-08-16 22:52:31.000,,,186,,,,,,,,,,,, ,4,2,1,,2,2,,,,2.0,0.0,0.0,6.0,4.0,3.0,3.0,5.0,3.0,1.14448666572571,0.391927063465118, ,2,,,,2.0,1, ,Main,341,1,2,4;,3;,2,2.0,,2,,2,5.0,2.0,1;7;8;9;12;13;,12.0,1;,,12.0,,,,,,,,,2,1;,8;,12;,9;,13;,7;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,3;,3;,4;,;,;,5;,3;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
341,342,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 00:52:31.000,,,186,,,,,,,,,,,,"The Grange, Hall Green, Upholland",7,1,2,,2,2,3;7;,50.0,3.0,2.0,1.0,1.0,3.0,5.0,,,,5.0,1.14448666572571,2.28030300140381,Helen Peniket,1,,1.0,,3.0,1,342.wav,Main,342,1,2,,4;,2,3.0,,1,6.0,2,5.0,2.0,1;8;14;,1.0,8;,,10.0,,,,,,,,,1,1;,14;,8;,1;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,5;,;,;,;,;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
342,343,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 02:52:31.000,,,186,,,,,,,,,,,,"34 Windermere Rd, London N1",6,2,2,,1,1,,,,2.0,0.0,0.0,7.0,4.0,,,,4.0,0.887905657291412,1.36818182468414,Carlos Scott,2,,,,1.0,2, ,Main,343,1,2,,,2,3.0,,1,1.0,2,7.0,2.0,1;3;5;8;9;11;14;,11.0,4;,2;,12.0,,,,,,,,,2,1;,3;,8;,9;,11;,14;,5;,;,;,;,;,;,;,;,;,;,;,4;,;,3;,;,4;,;,;,4;,3;,;,5;,;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
343,344,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 04:52:31.000,,,186,,,,,,,,,,,,"Church Street Gatehouse, Abercrombie",3,2,1,,1,1,1;,,,,,,5.0,4.0,,,3.0,4.0,0.887905657291412,0.792105317115784,Roderick Bowering,1,,,,1.0,2, ,Main,344,1,2,2;,,1,,,1,8.0,2,3.0,4.0,1;8;11;12;14;,11.0,4;,5;,12.0,,,,,,,,,1,1;,8;,12;,11;,14;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,4;,;,;,5;,3;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
344,345,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 06:52:31.000,,,186,,,,,,,,,,,,"34 High Street, Idle",6,1,2,,2,2,,1.0,0.0,2.0,0.0,0.0,15.0,5.0,5.0,4.0,5.0,4.0,1.14448666572571,1.36818182468414,Judy Voss,2,,,,1.0,1, ,Main,345,1,2,,3;,2,3.0,,1,4.0,2,11.0,4.0,1;4;7;8;9;10;11;12;13;14;15;16;,12.0,3;,2;3;8;,10.0,,,,,,,,,2,1;,14;,9;,11;,12;,8;,4;,16;,16;,15;,10;,16;,7;,13;,16;,;,;,5;,;,;,3;,;,;,5;,4;,5;,3;,5;,5;,4;,4;,4;,,,,,,,,,,,,,,,,,,,,,1.0
345,346,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 08:52:31.000,,,186,,,,,,,,,,,,"12 Dane View, Burnopfield",4,1,2,,2,2,,2.0,0.0,2.0,0.0,0.0,6.0,5.0,5.0,5.0,,,1.14448666572571,0.391927063465118,Ann Seddon,2,,2.0,,2.0,2, ,Main,346,1,2,,,2,3.0,,1,2.0,2,6.0,4.0,1;4;6;7;13;16;,13.0,7;,,12.0,,,,,,,,,2,1;,4;,16;,13;,7;,6;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,3;,;,1;,5;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
346,347,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 10:52:31.000,,,186,,,,,,,,,,,,"16A Morris Lane, London EC2",2,1,1,,1,1,,4.0,0.0,,,,2.0,5.0,,,,,0.887905657291412,0.917682945728302,Brian Lawton,2,,1.0,7.0,2.0,1, ,Main,347,1,1,2;,2;,1,,,1,1.0,2,1.0,4.0,1;16;,1.0,4;,,12.0,,,,,,,,,2,1;,16;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
347,348,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 12:52:31.000,,,186,,,,,,,,,,,,"583 Abbey Road, London SE2",1,1,2,,1,1,1;,2.0,1.0,2.0,1.0,0.0,5.0,5.0,,,5.0,5.0,0.887905657291412,1.98026311397552,Ralph Stephenson,1,,,7.0,2.0,2, ,Main,348,1,1,,,2,3.0,,1,1.0,2,3.0,2.0,1;8;11;12;14;,12.0,1;,,12.0,,,,,,,,,1,1;,14;,8;,12;,11;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,5;,;,;,3;,5;,;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
348,349,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 14:52:31.000,,,186,,,,,,,,,,,,"332 Chapeltown Road, Leeds",8,2,2,,1,1,,,,,,,5.0,5.0,,,,5.0,0.887905657291412,4.703125,Paul Shields,2,,1.0,,2.0,1, ,Main,349,1,2,,4;,1,,,1,7.0,2,4.0,2.0,1;3;8;9;14;,1.0,1;,,12.0,,,,,,,,,2,1;,14;,9;,8;,3;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,4;,;,;,;,;,5;,5;,;,;,;,;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
349,350,,,,177;,,2002-07-19 12:42:30.999,2002-08-17 16:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,1,1,,,,,,,6.0,5.0,3.0,5.0,,3.0,0.887905657291412,0.391927063465118, ,2,,1.0,,2.0,1, ,Main,350,1,2,,4;,1,,,2,,2,5.0,2.0,1;7;8;9;13;14;,1.0,1;,,12.0,,,,,,,,,2,1;,14;,9;,8;,13;,7;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,3;,3;,5;,;,;,;,5;,3;,;,,,,,,,,,,,,,,,,,,,,,1.0
